just	Sadece
batting	vuruş
mitigation	hafifletme
billboard	reklam panosu
contextual	bağlamsal
seizure	nöbet
precarious	güvencesiz
audible	duyulabilir
self-interest	kişisel çıkar
pedagogical	pedagojik
pastel	pastel
ascii	ascii
bud	tomurcuk
zinc	çinko
unbearable	dayanılmaz
linkage	bağlantı
hygiene	hijyen
appoint	atamak
taiwanese	Tayvanlı
inception	başlangıç
packing	paketleme
adept	usta
estimation	tahmin
fda	FDA
lineage	soy
wig	peruk
analog	analog
nominal	nominal
deterrent	caydırmak
cloudy	bulutlu
prehistoric	tarih öncesi
pictorial	resimli
moss	yosun
grouping	gruplama
screenplay	senaryo
individualism	bireycilik
obama	obama
obsessive	takıntılı
monstrous	canavarca
twentieth-century	yirminci yüzyıl
vent	havalandırma
perverse	sapık
spoken	konuşulan
hydraulic	hidrolik
recollection	hatıra
discontent	hoşnutsuzluk
whore	fahişe
zeal	gayret
receptionist	resepsiyonist
abdominal	karın
pedestrian	yaya
dementia	demans
administer	yönetmek
croatian	Hırvat
sailing	yelkencilik
thermometer	termometre
fieldwork	saha çalışması
haul	çekmek
dope	uyarıcı vermek
scanner	tarayıcı
lofty	yüce
pea	bezelye
colonization	kolonizasyon
clockwise	saat yönünde
surrogate	vekil
rust	pas
groom	damat
narration	anlatım
diffusion	yayılma
cease	durdurmak
resurgence	yeniden diriliş
bearing	rulman
hardwood	parke
contend	çekişmek
anthem	marş
intolerance	hoşgörüsüzlük
siren	siren
cape	pelerin
bathtub	küvet
subdivision	alt bölüm
orthodoxy	ortodoksluk
misty	sisli
predatory	yırtıcı
fundraising	bağış toplama
identifiable	tanımlanabilir
adrenaline	adrenalin
cornerback	köşe oyuncusu
beaten	dövülmüş
inspect	incelemek
metaphysical	metafiziksel
dj	DJ
invade	istila etmek
babe	bebeğim
presumption	varsayım
explorer	kaşif
semiconductor	yarı iletken
conceive	hamile kalmak
pentagon	Pentagon
pirate	korsan
roast	haşlamak
archaeologist	arkeolog
anti-semitism	antisemitizm
differentiate	farklılaştırmak
blizzard	kar fırtınası
depressive	depresif
inventor	mucit
portal	portal
porn	porno
quaint	antika
disapproval	onaylamama
youngster	genç
waterfall	şelale
diarrhea	ishal
attach	eklemek
casket	tabut
brother-in-law	kayınbirader
cactus	kaktüs
hysteria	histeri
shrug	omuz silkmek
sewing	dikiş
captivity	esaret
neurological	nörolojik
brilliance	parlaklık
evergreen	yaprak dökmeyen
frontal	önden
fielder	saha oyuncusu
handmade	el yapımı
stabilization	stabilizasyon
condemnation	kınama
hospice	darülaceze
mantra	mantra
collateral	teminat
fraternity	kardeşlik
erase	silmek
attributable	atfedilebilir
familial	ailesel
moratorium	moratoryum
yell	bağırmak
upgrade	güncelleme
hearty	içten
pageant	gösteri
tb	tb
staffer	personel
centennial	yüzüncü yıl dönümü
binary	ikili
bypass	baypas
watery	sulu
remorse	pişmanlık
reverence	saygı
ex	eski
tier	aşama
notwithstanding	buna rağmen
modern-day	günümüz
browser	tarayıcı
anew	yeniden
mediocre	vasat
mike	mikrofon
extraction	ekstraksiyon
symmetry	simetri
booster	güçlendirici
eloquent	anlamlı
long-time	uzun zamandır
viability	yaşayabilirlik
individuality	bireysellik
caste	kast
hilarious	gülünç
surreal	gerçeküstü
chick	piliç
austrian	Avusturya
hurdle	engel
pro-life	hayat yanlısı
slap	tokat
electromagnetic	elektromanyetik
bipolar	iki kutuplu
unequal	eşit olmayan
apprehension	endişe
sharing	paylaşım
ornate	süslü
peruvian	Peru
mormon	mormon
specificity	özgüllük
majestic	görkemli
edible	yenilebilir
warranty	garanti
detrimental	zararlı
shortstop	stoper
wicker	hasır
ebay	ebay
fragmentation	parçalanma
boulder	kaya
graveyard	mezarlık
melting	erime
ivy	sarmaşık
meteor	meteor
invent	icat etmek
preferable	tercih edilir
emeritus	emekli
decency	nezaket
villain	kötü adam
affirmation	onaylama
halo	hale
conceivable	düşünülebilir
resilient	dayanıklı
mini	mini
overhaul	revizyon
heartland	kalp bölgesi
courtship	kur
upbringing	yetiştirme
disgrace	rezalet
duct	kanal
cumin	kimyon
provisional	geçici
ancestry	soy
competency	yeterlilik
graphite	grafit
maneuver	manevra
self-defense	kendini savunma
irs	vergi
beforehand	önceden
soundtrack	film müziği
reimbursement	geri ödeme
breathless	nefessiz
laden	yüklü
chatter	gevezelik
ancestor	ata
downright	büsbütün
tangle	dolaşmak
rethink	yeniden düşünmek
extravagant	abartılı
nostalgic	nostaljik
sociological	sosyolojik
baltic	Baltık
notch	çentik
telling	anlatıyor
shepherd	çoban
admirable	takdire şayan
transient	geçici
undertaking	taahhüt
fixture	fikstür
pulpit	kürsü
incorporation	kuruluş
monarch	hükümdar
disturb	rahatsız etmek
reconsider	yeniden düşünmek
clientele	müşteri
billionaire	milyarder
harness	tesisat
induction	tümevarım
ecstatic	kendinden geçmiş
suggestive	müstehcen
semantic	anlamsal
manageable	yönetilebilir
rosy	pembe
informative	bilgilendirici
sweetie	Tatlım
inscription	yazıt
caregiver	bakıcı
born	doğmak
distrust	güvensizlik
snapshot	enstantane fotoğraf
sock	çorap
informant	muhbir
toss	atmak
multiculturalism	çok kültürlülük
tedious	sıkıcı
small-town	küçük kasaba
airy	havadar
ambivalent	kararsız
arid	kurak
unjust	adaletsiz
recurrence	yineleme
jeep	jip
plutonium	plütonyum
vocation	meslek
cucumber	salatalık
metabolic	metabolik
positioning	konumlandırma
adversary	düşman
propulsion	itiş
hum	uğultu
ascent	yükseliş
crate	sandık
partition	bölme
enzyme	enzim
cornerstone	temel taşı
berth	yatak
turbulence	türbülans
heater	ısıtıcı
carving	oyma
homogeneous	homojen
conditioner	Saç Kremi
hog	domuz
sparse	seyrek
gem	mücevher
humid	nemli
plaid	ekose
seasoning	baharat
whitewater	beyaz su
rub	ovmak
plank	tahta
deploy	dağıtmak
insecure	güvensiz
mother-in-law	Kayınvalide
dictate	dikte
wan	soluk
verification	doğrulama
erratic	düzensiz
paranoia	paranoya
physiology	fizyoloji
homeowner	ev sahibi
barrage	baraj
homelessness	evsizlik
ty	sana
slowdown	yavaşla
sinus	sinüs
giftedness	üstün zekalılık
fetch	gidip getirmek
after-school	okul sonrası
fund-raiser	bağış toplama etkinliği
envoy	elçi
rationality	rasyonellik
divergent	farklı
gamble	kumar
shampoo	şampuan
lad	delikanlı
applicant	başvuru sahibi
undesirable	istenmeyen
lore	bilgi
blue-collar	mavi yakalı
armchair	koltuk
diocese	piskoposluk
furnace	fırın
putt	vurmak
condemn	kınamak
latent	gizli
reorganization	yeniden düzenleme
dryer	kurutma makinesi
oatmeal	yulaf ezmesi
embryo	embriyo
funky	korkak
perceptual	algısal
tempo	tempo
stairway	merdiven
hawk	şahin
quarry	taş ocağı
conducive	iletken
intrusive	müdahaleci
scoop	kepçe
unspoken	söylenmemiş
argentine	Arjantinli
consolation	teselli
hideous	iğrenç
coroner	adli tabip
upstate	şehrin dışında
pantry	kiler
magician	büyücü
liturgy	ayin
sherry	sherry
culprit	suçlu
avalanche	çığ
screw	vida
methane	metan
leafy	yapraklı
postoperative	ameliyat sonrası
upstairs	üst katta
mute	sesini kapatmak
recurrent	tekrarlayan
mobilize	harekete geçirmek
unreliable	güvenilmez
stillness	sessizlik
staffing	personel alımı
mogul	Moğol
synonymous	eşanlamlı
gritty	cesur
anti	anti
hostess	hostes
deli	Şarküteri
prophecy	kehanet
imperialism	emperyalizm
worldly	dünyevi
clerical	bürokrat
thematic	tematik
fast-food	Fast food
hardy	dayanıklı
booze	içki
pricey	pahalı
adventurous	maceracı
improbable	olasılık dışı
simplistic	basit
flea	pire
contraction	kasılma
notation	gösterim
masculinity	erkeklik
professionalism	profesyonellik
utilize	faydalanmak
distract	dikkatini dağıtmak
abide	uymak
complexion	cilt
orphanage	yetimhane
fennel	rezene
mindful	dikkatli
optimum	optimum
racing	yarışma
cross-cultural	kültürlerarası
savior	kurtarıcı
titanium	titanyum
seminary	ilahiyat okulu
youve	sen
prohibit	yasaklamak
beige	bej
situational	durumsal
eruption	patlama
confinement	kapatılma
satire	hiciv
forge	dövmek
mammoth	mamut
nontraditional	geleneksel olmayan
attire	kıyafet
rip	Huzur içinde yatsın
gras	ciğeri
kite	uçurtma
backseat	arka koltuk
coaster	bardak altlığı
coherence	tutarlılık
confuse	kafası karışmak
fidelity	sadakat
fig	incir
multivariate	çok değişkenli
rebound	geri tepme
pathology	patoloji
limousine	limuzin
trustee	mütevelli heyeti
pearl	inci
hepatitis	hepatit
cartel	kartel
token	jeton
cheer	tezahürat
walnut	ceviz
ailing	hasta
anglo	Anglo
thirst	susuzluk
cricket	kriket
herein	burada
ranger	korucu
strife	çekişme
dent	göçük
relocation	yer değiştirme
puree	püre
baggy	bol
upheaval	ayaklanma
quirky	ilginç
chancellor	şansölye
dye	boya
exert	çaba harcamak
blatant	bariz
caucasian	Kafkas
anterior	ön
oregano	kekik
moderation	ılımlılık
backward	geriye doğru
dated	tarihli
arabian	Arap
tenderness	hassasiyet
chestnut	kestane
unite	birleşmek
righteous	dürüst
frivolous	anlamsız
shipment	sevkiyat
treasurer	sayman
onboard	gemide
ardent	ateşli
devout	dindar
infancy	bebeklik
eyewitness	görgü tanığı
bikini	bikini
aquarium	akvaryum
coyote	çakal
sanity	akıl sağlığı
oasis	vaha
halftime	devre arası
lizard	kertenkele
enact	sahnelemek
newfound	yeni bulunmuş
macho	maço
academia	akademi
parachute	paraşüt
stricken	kapılmış
reactive	reaktif
livelihood	geçim kaynağı
bedding	yatak takımı
hen	tavuk
noted	not edildi
showing	gösteriliyor
sociologist	sosyolog
folklore	folklor
outpatient	ayakta tedavi gören
involuntary	istemsiz
astonishment	şaşkınlık
trumpet	trompet
disarmament	silahsızlanma
prolific	üretken
treacherous	hain
topical	güncel
climax	doruk
mythical	efsanevi
eminent	seçkin
download	indirmek
first-class	birinci sınıf
standoff	ayrılık
penetration	nüfuz
idealism	idealizm
injunction	ihtiyati tedbir
glacier	buzul
gaping	ağzı açık
gateway	geçit
excavation	kazı
donkey	eşek
folly	aptallık
espionage	casusluk
overdue	vadesi geçmiş
immortal	ölümsüz
georgian	gürcü
groove	oluk
ethos	ahlak
uncanny	esrarengiz
cupboard	büfe
usable	kullanılabilir
ghostly	hayaletimsi
leukemia	lösemi
stiffness	sertlik
verb	fiil
gland	bez
sincerity	samimiyet
typewriter	daktilo
sponge	sünger
precipitation	yağış
hearth	ocak
tighten	sıkmak
orphan	yetim
reunification	yeniden birleşme
carve	oymak
discriminatory	ayrımcı
pediatrician	çocuk doktoru
adultery	zina
contra	kontra
ludicrous	gülünç
iced	buzlu
plunge	dalma
mayonnaise	mayonez
third-party	üçüncü şahıs
blossom	çiçek
bouquet	buket
ignition	ateşleme
axe	balta
uncover	ortaya çıkarmak
coastline	kıyı şeridi
scam	sahtekarlık
captive	tutsak
childbirth	doğum
coding	kodlama
quarterly	üç ayda bir
for-profit	kâr amaçlı
mulch	malç
archbishop	başpiskopos
outpost	ileri karakol
sidebar	kenar çubuğu
dynasty	hanedan
geopolitical	jeopolitik
grenade	el bombası
template	şablon
drilling	sondaj
ind	ind
broaden	genişletmek
plead	yalvarmak
prowess	kahramanlık
outfielder	dış saha oyuncusu
secretary-general	genel sekreter
chopper	helikopter
fraudulent	hileli
flair	yetenek
swear	küfür
shabby	eski püskü
creepy	ürpertici
jockey	jokey
racket	raket
coke	kok
distributor	distribütör
propensity	eğilim
conformity	uygunluk
jumper	tulum
uphold	desteklemek
riding	binme
parchment	parşömen
van-sant	Van-sant
meticulous	titiz
frigid	soğuk
defective	arızalı
utopian	ütopik
annoyance	sıkıntı
likeness	benzerlik
convertible	üstü açık araba
opt	tercih
contemplation	tefekkür
arithmetic	aritmetik
fervor	şevk
tenuous	zayıf
discreet	sağduyulu
souvenir	hatıra
villa	villa
replicate	çoğaltmak
renaissance	Rönesans
barley	arpa
seminal	ufuk açıcı
seismic	sismik
profitability	karlılık
mediator	arabulucu
divert	yönlendirmek
suck	emmek
foe	düşman
imposition	dayatma
embodiment	şekillenme
giddy	baş döndürücü
measurable	ölçülebilir
away	uzak
impatience	sabırsızlık
miner	madenci
biopsy	biyopsi
glucose	glikoz
subversive	yıkıcı
ponytail	at kuyruğu
insistent	ısrarcı
disco	disko
spear	mızrak
overlook	gözden kaçırmak
bounce	sıçrama
existential	varoluşsal
garnish	garnitür
visitation	ziyaret
economical	ekonomik
prenatal	doğum öncesi
watchdog	bekçi köpeği
assassin	suikastçı
assign	atamak
saliva	tükürük
man-made	insan yapımı
infinity	sonsuzluk
iconic	ikonik
nutmeg	hindistan cevizi
homer	homer
allergy	alerji
repay	borcunu ödemek
manifest	açık
replica	kopya
detachment	müfreze
afloat	yüzer
bumper	tampon
hindsight	gez
gunshot	ateşli silah
oats	yulaf
transmit	iletmek
raging	azgın
heading	başlık
murderous	öldürücü
dwelling	konut
squadron	filo
foreclosure	haciz
deterrence	caydırıcılık
fungal	mantar
doorstep	kapı eşiği
deference	saygı
worldview	dünya görüşü
vigil	nöbet
relativity	görelilik
freestyle	serbest stil
two-day	iki günlük
esteem	saygı
ray	ışın
newsroom	haber odası
stairwell	merdiven boşluğu
eggplant	patlıcan
debacle	fiyasko
geology	jeoloji
assertive	iddialı
repressive	baskıcı
maternity	analık
rink	buz pateni pisti
ape	maymun
unconditional	koşulsuz
infusion	infüzyon
depot	depo
enclosure	muhafaza
mango	Mango
six-month	altı aylık
contemplate	tasarlamak
skeletal	iskelet
sequential	sıralı
jesuit	Cizvit
stench	pis koku
imprint	damga
casserole	güveç
avocado	avokado
trooper	asker
ax	balta
vol	cilt
voucher	kupon
oily	yağlı
complement	tamamlayıcı
full-scale	tam ölçekli
auditor	denetçi
demolition	yıkım
affidavit	yeminli beyan
beg	yalvarmak
real-world	gerçek dünya
vascular	damar
lookout	dikkat
correctness	doğruluk
kettle	su ısıtıcısı
lemonade	limonata
heady	baş döndürücü
flagship	amiral gemisi
fir	köknar
stylist	stilist
ferocious	vahşi
fearless	korkusuz
attrition	yıpranma
mare	kısrak
analytic	analitik
diaspora	diaspora
cheat	aldatmak
bogus	sahte
first-year	birinci yıl
referee	hakem
lcd	lcd
freak	çatlak
durability	dayanıklılık
concede	teslim olmak
predominant	baskın
articulation	eklemlenme
tabloid	tabloid
recourse	başvuru
stewardship	idarecilik
legislator	yasa koyucu
touring	turne
mower	biçme makinesi
big-time	büyük zaman
commotion	kargaşa
delegate	temsilci
nonfiction	kurgu olmayan
pointless	anlamsız
petite	minyon
formative	biçimlendirici
classmate	sınıf arkadaşı
patriot	vatansever
interception	müdahale
oxide	oksit
picturesque	pitoresk
moody	kaprisli
getaway	kurtulmak
feasibility	fizibilite
illumination	aydınlatma
rocker	sallanan kimse
rapper	rapçi
dugout	sığınak
amber	kehribar
exodus	göç
variant	değişken
cognition	bilişsellik
hmo	hmo
balancing	dengeleme
paw	pençe
doc	doktor
vulgar	kaba
small-scale	küçük ölçekli
rooftop	çatı katı
fairway	çim yol
loosen	gevşetmek
truthful	dürüst
waterproof	su geçirmez
truce	ateşkes
finnish	Fince
bliss	mutluluk
frown	kaşlarını çatmak
cyberspace	siberuzay
bullpen	boğa güreşi
dimly	loş
adamant	kararlı
retribution	intikam
crook	dolandırıcı
rift	yarık
thrift	tutumluluk
totality	bütünlük
caravan	karavan
vinaigrette	salata sosu
gruesome	korkunç
rebellious	asi
totalitarian	totaliter
anarchy	anarşi
supremacy	üstünlük
symposium	sempozyum
blockade	abluka
timid	ürkek
joyful	neşe dolu
milestone	dönüm noktası
taking	almak
throttle	gaz kelebeği
pigment	pigment
casa	ev
caliber	kalibre
non-profit	kar amacı gütmeyen
negotiator	müzakereci
orgasm	orgazm
silky	ipeksi
tilt	eğim
prognosis	prognoz
undo	geri almak
imaginable	hayal edilebilir
galactic	galaktik
ripple	dalgalanma
stunt	gösteri
iceberg	buzdağı
parody	parodi
scrub	fırçalama
bodyguard	koruma
bourbon	burbon
impartial	tarafsız
chilean	Şilili
mailing	postalama
vineyard	bağ
disguise	kılık değiştirmek
stealth	gizlilik
ketchup	ketçap
alright	Tamam
correctional	ıslah
uv	UV
lithuanian	litvanyaca
tandem	tandem
manpower	insan gücü
patriarch	patrik
lender	borç veren
victorious	muzaffer
negligence	ihmal
self-control	Oto kontrol
deity	ilah
secretive	gizli
concurrent	eşzamanlı
bead	boncuk
handgun	tabanca
storyteller	hikaye anlatıcısı
helium	helyum
but	Ancak
buddhism	Budizm
sub-saharan	Sahra altı
antisocial	antisosyal
hem	etek
gnp	GSMH
unborn	doğmamış
jolt	sarsıntı
interdependence	karşılıklı bağımlılık
procurement	satın alma
insurer	sigortacı
puffy	kabarık
figurative	mecazi
interstellar	yıldızlararası
convent	manastır
flawless	kusursuz
benevolent	hayırsever
high-rise	çok katlı
parochial	dar görüşlü
charisma	karizma
low-key	sade
bun	topuz
tibetan	tibet
interruption	kesinti
leash	tasma
crow	karga
diaper	bebek bezi
ingenious	ustaca
fruitful	verimli
appellate	temyiz
cervical	servikal
albanian	Arnavut
onslaught	saldırı
slam	çarpmak
doorbell	kapı zili
comer	gelen
occupancy	doluluk
delinquency	suçluluk
devise	tasarlamak
formulate	formüle etmek
flashy	gösterişli
inspirational	ilham verici
inland	iç kesimde
waking	uyanma
spit	tükürmek
humankind	insanlık
instructive	öğretici
sporadic	ara sıra
autobiographical	otobiyografik
puddle	su birikintisi
phd	doktora
volatility	oynaklık
sesame	susam
holly	kutsal
cite	alıntı yapmak
stately	görkemli
interplay	etkileşim
raspberry	ahududu
magnesium	magnezyum
foreseeable	öngörülebilir
uniqueness	benzersizlik
burnout	tükenmişlik
hazy	puslu
two-week	iki haftalık
silvery	gümüşi
etiquette	görgü kuralları
polo	polo
depletion	tükenme
smoker	sigara içen
nothin	hiçbir şey
sail	denize açılmak
childish	çocukça
stony	taşlı
carnage	katliam
bloodshed	kan dökülmesi
salute	selam
revolver	revolver
muster	toplanma
drown	boğulmak
elastic	elastik
welsh	Galce
dormant	hareketsiz
milieu	ortam
straighten	düzeltmek
almond	badem
jug	sürahi
subjectivity	öznellik
incomprehensible	anlaşılmaz
opium	afyon
digestive	sindirim
queer	kuir
penchant	tutku
flick	fiske
hop	atlama
scripture	kutsal yazı
amino	amino
conquer	fethetmek
vigilant	uyanık
contagious	bulaşıcı
low-level	düşük seviye
medicinal	tıbbi
chemist	kimyager
fluency	akıcılık
conscientious	vicdanlı
stroll	gezinti
sinking	batan
sprawl	yayılma
cellphone	cep telefonu
theologian	ilahiyatçı
ipod	ipod
scholastic	skolastik
clove	karanfil
scorer	golcü
foreman	ustabaşı
industrialization	sanayileşme
elicit	meydana çıkarmak
unavoidable	kaçınılmaz
malignant	kötü huylu
boon	nimet
ingenuity	yaratıcılık
schizophrenia	şizofreni
behaviour	davranış
ache	ağrı
czar	çar
handheld	elde taşınır
preferential	tercihli
nonstick	yapışmaz
lecturer	öğretim görevlisi
candlelight	mum ışığı
pod	kapsül
shrewd	kurnaz
knack	ustalık
intruder	davetsiz misafir
swimmer	yüzücü
civility	nezaket
deceptive	aldatıcı
pulmonary	akciğer
ecumenical	ekümenik
shuffling	karıştırma
